Pair,t_statistic,p_value,is_significant_5pct
BL vs MKT,0.42611189541832367,0.6708985606001837,False
BL vs TAN,1.1160306614692506,0.266956563563532,False
BL vs MV,1.4498710318591939,0.15007493677075684,False
