Pair,t_statistic,p_value,is_significant_5pct
BL vs MKT,1.1419941282590775,0.25605401982321624,False
BL vs TAN,2.020551642724063,0.04587193548650244,True
BL vs MV,2.7305149154928654,0.007417881773965283,True
BL vs EW,0.7742165682380664,0.44054253940188953,False
BL vs RP,0.9924369687249723,0.32326597527111356,False
