Pair,z_statistic,p_value,is_significant_5pct
BL vs MKT,0.9651707904641346,0.3344592745984101,False
BL vs TAN,1.9394966075553257,0.05244089721432865,False
BL vs MV,2.325489075192973,0.020045823411655617,True
BL vs EW,0.6068040922844596,0.5439809320135476,False
BL vs RP,0.7750143781311487,0.4383311635570757,False
